,month,hour,temp,feel_temp,humidity,windspeed,count
116,1,1,6.5600000000000005,11.365,0.64,0.0,4.0
117,1,2,6.5600000000000005,11.365,0.64,0.0,2.0
118,1,4,6.5600000000000005,9.85,0.64,6.0032,1.0
119,1,5,5.74,9.09,0.69,6.0032,4.0
120,1,6,5.74,8.334999999999999,0.63,7.0015,36.0
121,1,7,6.5600000000000005,11.365,0.59,0.0,95.0
122,1,8,6.5600000000000005,11.365,0.59,0.0,219.0
123,1,9,7.38,12.120000000000001,0.51,0.0,122.0
124,1,10,8.200000000000001,12.879999999999999,0.47,0.0,45.0
125,1,11,9.02,12.879999999999999,0.44,6.0032,59.0
126,1,12,10.66,14.395,0.35,0.0,84.0
127,1,13,10.66,13.635,0.35,7.0015,67.0
128,1,14,11.48,13.635,0.36,11.0014,70.0
129,1,15,11.48,13.635,0.36,0.0,62.0
130,1,16,10.66,12.879999999999999,0.38,11.0014,86.0
131,1,17,9.02,11.365,0.51,11.0014,172.0
132,1,18,9.02,11.365,0.51,8.9981,163.0
133,1,19,9.02,12.879999999999999,0.55,6.0032,112.0
134,1,20,8.200000000000001,10.605,0.51,11.0014,69.0
135,1,21,9.02,10.605,0.55,15.001299999999999,48.0
136,1,22,9.02,10.605,0.51,19.0012,52.0
137,1,23,8.200000000000001,9.85,0.59,12.998,23.0
138,1,0,8.200000000000001,9.85,0.64,12.998,17.0
139,1,1,8.200000000000001,9.85,0.69,15.001299999999999,7.0
140,1,2,8.200000000000001,9.85,0.69,15.001299999999999,1.0
141,1,4,8.200000000000001,10.605,0.69,8.9981,1.0
142,1,5,9.02,13.635,0.55,0.0,5.0
143,1,6,8.200000000000001,12.879999999999999,0.69,0.0,34.0
144,1,7,8.200000000000001,10.605,0.69,8.9981,84.0
145,1,8,8.200000000000001,9.85,0.51,16.997899999999998,210.0
146,1,9,8.200000000000001,9.09,0.47,19.999499999999998,134.0
147,1,10,9.02,9.85,0.37,22.0028,63.0
148,1,11,8.200000000000001,9.85,0.4,15.001299999999999,67.0
149,1,12,8.200000000000001,9.85,0.37,16.997899999999998,59.0
150,1,13,8.200000000000001,9.09,0.37,19.0012,73.0
151,1,14,8.200000000000001,9.85,0.4,16.997899999999998,50.0
152,1,15,8.200000000000001,10.605,0.37,11.0014,72.0
153,1,16,8.200000000000001,10.605,0.37,11.0014,87.0
154,1,17,8.200000000000001,12.879999999999999,0.37,0.0,187.0
155,1,18,8.200000000000001,11.365,0.4,6.0032,123.0
156,1,19,6.5600000000000005,9.85,0.55,6.0032,95.0
157,1,20,7.38,10.605,0.47,7.0015,51.0
158,1,21,7.38,9.85,0.47,8.9981,39.0
159,1,22,7.38,9.85,0.43,11.0014,36.0
160,1,23,7.38,9.85,0.51,11.0014,15.0
161,1,0,7.38,9.85,0.51,11.0014,25.0
162,1,1,7.38,10.605,0.55,6.0032,16.0
163,1,2,7.38,12.120000000000001,0.55,0.0,16.0
164,1,3,7.38,9.85,0.55,11.0014,7.0
165,1,4,7.38,9.85,0.55,11.0014,1.0
166,1,5,6.5600000000000005,8.334999999999999,0.74,11.0014,5.0
167,1,6,6.5600000000000005,8.334999999999999,0.74,11.0014,2.0
168,1,7,6.5600000000000005,9.09,0.74,7.0015,9.0
169,1,8,6.5600000000000005,9.09,0.93,7.0015,15.0
170,1,9,6.5600000000000005,9.09,0.93,7.0015,20.0
171,1,10,7.38,9.85,0.8,11.0014,61.0
172,1,11,8.200000000000001,9.09,0.69,26.0027,62.0
173,1,12,8.200000000000001,9.09,0.59,23.9994,98.0
174,1,13,8.200000000000001,9.09,0.44,22.0028,102.0
175,1,14,8.200000000000001,8.334999999999999,0.32,32.9975,95.0
176,1,15,8.200000000000001,8.334999999999999,0.32,30.002599999999997,74.0
177,1,16,7.38,6.819999999999999,0.29,30.002599999999997,76.0
178,1,17,6.5600000000000005,6.0600000000000005,0.37,36.9974,69.0
179,1,18,5.74,6.0600000000000005,0.39,19.999499999999998,55.0
180,1,19,5.74,6.0600000000000005,0.36,16.997899999999998,30.0
181,1,20,4.92,6.0600000000000005,0.36,16.997899999999998,28.0
182,1,21,4.92,5.305,0.39,23.9994,37.0
183,1,22,4.92,5.305,0.36,26.0027,34.0
184,1,23,4.1000000000000005,3.0300000000000002,0.39,30.002599999999997,22.0
185,1,0,4.1000000000000005,3.7900000000000005,0.42,26.0027,25.0
186,1,1,4.1000000000000005,3.0300000000000002,0.42,31.0009,12.0
187,1,2,4.1000000000000005,3.0300000000000002,0.46,31.0009,11.0
188,1,3,4.1000000000000005,3.7900000000000005,0.46,27.999299999999998,4.0
189,1,4,3.2800000000000002,4.545,0.53,12.998,1.0
190,1,5,3.2800000000000002,4.545,0.53,12.998,1.0
191,1,6,4.1000000000000005,4.545,0.49,19.0012,1.0
192,1,7,3.2800000000000002,4.545,0.53,12.998,6.0
193,1,8,4.1000000000000005,4.545,0.49,19.0012,10.0
194,1,9,4.92,3.7900000000000005,0.46,35.0008,19.0
195,1,10,5.74,5.305,0.43,26.0027,49.0
196,1,11,6.5600000000000005,6.0600000000000005,0.4,35.0008,49.0
197,1,12,7.38,6.819999999999999,0.37,30.002599999999997,83.0
198,1,13,8.200000000000001,8.334999999999999,0.34,30.002599999999997,75.0
199,1,14,9.02,9.09,0.32,31.0009,72.0
200,1,15,9.02,9.85,0.35,23.9994,82.0
201,1,16,8.200000000000001,8.334999999999999,0.34,30.002599999999997,92.0
202,1,17,7.38,7.575,0.37,26.0027,62.0
203,1,18,6.5600000000000005,6.819999999999999,0.4,22.0028,48.0
204,1,19,6.5600000000000005,6.819999999999999,0.43,22.0028,41.0
205,1,20,5.74,6.0600000000000005,0.46,16.997899999999998,38.0
206,1,21,5.74,5.305,0.46,27.999299999999998,20.0
207,1,22,5.74,6.0600000000000005,0.46,19.999499999999998,15.0
208,1,23,4.92,6.819999999999999,0.5,12.998,6.0
209,1,0,4.92,6.0600000000000005,0.5,19.0012,5.0
210,1,1,4.92,6.0600000000000005,0.5,19.0012,1.0
211,1,2,4.92,6.0600000000000005,0.5,15.001299999999999,3.0
212,1,3,4.92,6.0600000000000005,0.5,15.001299999999999,1.0
213,1,4,4.1000000000000005,6.0600000000000005,0.54,8.9981,3.0
214,1,5,4.1000000000000005,5.305,0.54,16.997899999999998,3.0
215,1,6,4.92,6.0600000000000005,0.5,19.0012,31.0
216,1,7,4.92,6.0600000000000005,0.5,15.001299999999999,77.0
217,1,8,4.92,6.0600000000000005,0.5,19.0012,188.0
218,1,9,5.74,6.0600000000000005,0.5,16.997899999999998,94.0
219,1,10,5.74,6.0600000000000005,0.5,19.999499999999998,31.0
220,1,11,6.5600000000000005,6.819999999999999,0.47,19.0012,30.0
221,1,12,8.200000000000001,9.09,0.4,19.0012,52.0
222,1,13,8.200000000000001,9.09,0.4,19.0012,54.0
223,1,14,8.200000000000001,9.85,0.4,15.001299999999999,47.0
224,1,15,8.200000000000001,9.85,0.4,15.001299999999999,45.0
225,1,16,8.200000000000001,10.605,0.4,8.9981,74.0
226,1,17,8.200000000000001,11.365,0.4,7.0015,178.0
227,1,18,8.200000000000001,9.85,0.4,15.001299999999999,155.0
228,1,19,6.5600000000000005,8.334999999999999,0.47,11.0014,95.0
229,1,20,6.5600000000000005,8.334999999999999,0.5,11.0014,74.0
230,1,21,5.74,6.819999999999999,0.59,12.998,38.0
231,1,22,5.74,7.575,0.59,11.0014,24.0
232,1,23,5.74,7.575,0.59,11.0014,18.0
233,1,0,5.74,8.334999999999999,0.59,7.0015,12.0
234,1,1,5.74,7.575,0.59,11.0014,3.0
235,1,2,6.5600000000000005,7.575,0.55,12.998,3.0
236,1,5,6.5600000000000005,9.09,0.55,8.9981,6.0
237,1,6,6.5600000000000005,9.09,0.55,8.9981,27.0
238,1,7,6.5600000000000005,11.365,0.55,0.0,99.0
239,1,8,7.38,10.605,0.51,6.0032,217.0
240,1,9,7.38,9.85,0.51,11.0014,130.0
241,1,10,8.200000000000001,10.605,0.51,11.0014,54.0
242,1,11,8.200000000000001,10.605,0.47,8.9981,35.0
243,1,12,8.200000000000001,11.365,0.51,7.0015,57.0
244,1,13,8.200000000000001,11.365,0.59,6.0032,52.0
245,1,14,8.200000000000001,11.365,0.59,6.0032,63.0
246,1,15,6.5600000000000005,9.85,0.8,6.0032,47.0
247,1,16,6.5600000000000005,7.575,0.86,15.001299999999999,76.0
248,1,17,6.5600000000000005,7.575,0.86,15.001299999999999,136.0
249,1,18,6.5600000000000005,9.09,0.93,7.0015,95.0
250,1,19,6.5600000000000005,11.365,0.93,0.0,51.0
251,1,20,6.5600000000000005,7.575,0.93,12.998,32.0
252,1,21,6.5600000000000005,9.85,0.86,6.0032,20.0
253,1,22,6.5600000000000005,9.09,0.93,7.0015,29.0
254,1,23,6.5600000000000005,9.85,0.93,6.0032,19.0
255,1,0,6.5600000000000005,9.85,0.86,6.0032,7.0
256,1,1,6.5600000000000005,9.09,0.86,7.0015,6.0
257,1,2,5.74,7.575,0.86,8.9981,1.0
258,1,5,5.74,7.575,0.86,11.0014,5.0
259,1,6,4.92,7.575,0.93,8.9981,16.0
260,1,7,5.74,7.575,0.69,8.9981,54.0
261,1,8,6.5600000000000005,8.334999999999999,0.59,11.0014,128.0
262,1,9,6.5600000000000005,6.819999999999999,0.59,22.0028,81.0
263,1,10,7.38,9.09,0.55,15.001299999999999,39.0
264,1,11,8.200000000000001,9.09,0.51,26.0027,35.0
265,1,12,8.200000000000001,7.575,0.47,39.000699999999995,55.0
266,1,13,9.02,9.85,0.44,23.9994,49.0
267,1,14,8.200000000000001,9.09,0.47,22.0028,44.0
268,1,15,8.200000000000001,8.334999999999999,0.47,27.999299999999998,49.0
269,1,16,9.02,9.85,0.44,22.0028,68.0
270,1,17,8.200000000000001,9.09,0.47,23.9994,139.0
271,1,18,8.200000000000001,7.575,0.47,35.0008,137.0
272,1,19,7.38,7.575,0.47,27.999299999999998,83.0
273,1,20,6.5600000000000005,6.819999999999999,0.5,22.0028,56.0
274,1,21,6.5600000000000005,6.819999999999999,0.55,22.0028,57.0
275,1,22,6.5600000000000005,6.0600000000000005,0.55,30.002599999999997,33.0
276,1,23,5.74,5.305,0.59,27.999299999999998,20.0
277,1,0,5.74,6.0600000000000005,0.59,19.0012,7.0
278,1,1,5.74,6.0600000000000005,0.5,19.0012,2.0
279,1,2,5.74,6.0600000000000005,0.5,23.9994,2.0
280,1,3,5.74,6.0600000000000005,0.5,22.0028,3.0
281,1,4,5.74,6.0600000000000005,0.5,16.997899999999998,4.0
282,1,5,5.74,6.0600000000000005,0.5,19.999499999999998,3.0
283,1,6,4.92,7.575,0.54,8.9981,28.0
284,1,7,4.92,7.575,0.54,8.9981,72.0
285,1,8,5.74,6.819999999999999,0.5,12.998,202.0
286,1,9,5.74,6.0600000000000005,0.5,22.0028,139.0
287,1,10,6.5600000000000005,6.819999999999999,0.5,23.9994,38.0
288,1,11,8.200000000000001,8.334999999999999,0.44,30.002599999999997,37.0
289,1,12,8.200000000000001,8.334999999999999,0.44,27.999299999999998,52.0
290,1,13,9.02,9.85,0.41,30.002599999999997,83.0
291,1,14,9.02,9.85,0.41,26.0027,42.0
292,1,15,9.84,10.605,0.38,19.999499999999998,60.0
293,1,16,9.84,10.605,0.38,23.9994,78.0
294,1,17,8.200000000000001,9.09,0.4,19.0012,162.0
295,1,18,8.200000000000001,9.09,0.4,22.0028,144.0
296,1,19,6.5600000000000005,7.575,0.47,16.997899999999998,99.0
297,1,20,6.5600000000000005,7.575,0.47,15.001299999999999,64.0
298,1,21,5.74,6.0600000000000005,0.46,19.999499999999998,40.0
299,1,22,5.74,6.0600000000000005,0.46,22.0028,30.0
300,1,23,4.92,6.819999999999999,0.5,12.998,15.0
301,1,0,4.92,6.819999999999999,0.5,12.998,14.0
302,1,1,4.1000000000000005,6.0600000000000005,0.54,11.0014,5.0
303,1,2,4.1000000000000005,6.0600000000000005,0.54,8.9981,1.0
304,1,3,4.1000000000000005,6.819999999999999,0.54,7.0015,1.0
305,1,5,4.1000000000000005,6.819999999999999,0.54,6.0032,8.0
306,1,6,4.1000000000000005,9.09,0.54,0.0,17.0
307,1,7,4.1000000000000005,6.0600000000000005,0.74,11.0014,70.0
308,1,8,4.92,8.334999999999999,0.68,0.0,158.0
309,1,9,5.74,7.575,0.69,8.9981,117.0
310,1,10,7.38,9.09,0.55,12.998,44.0
311,1,11,7.38,8.334999999999999,0.51,19.0012,53.0
312,1,12,8.200000000000001,9.85,0.44,16.997899999999998,61.0
313,1,13,9.02,9.85,0.37,26.0027,77.0
314,1,14,9.02,10.605,0.41,19.0012,64.0
315,1,15,9.84,12.120000000000001,0.38,11.0014,68.0
316,1,16,9.02,12.120000000000001,0.41,7.0015,90.0
317,1,17,9.02,11.365,0.41,11.0014,159.0
318,1,18,8.200000000000001,12.879999999999999,0.47,0.0,139.0
319,1,19,6.5600000000000005,9.85,0.59,6.0032,92.0
320,1,20,7.38,12.120000000000001,0.59,0.0,68.0
321,1,21,6.5600000000000005,11.365,0.69,0.0,52.0
322,1,22,6.5600000000000005,11.365,0.69,0.0,36.0
323,1,23,7.38,12.120000000000001,0.55,0.0,27.0
324,1,0,7.38,12.120000000000001,0.55,0.0,28.0
325,1,1,6.5600000000000005,9.85,0.59,6.0032,20.0
326,1,2,6.5600000000000005,9.85,0.59,6.0032,12.0
327,1,3,6.5600000000000005,11.365,0.59,0.0,8.0
328,1,4,6.5600000000000005,11.365,0.59,0.0,5.0
329,1,5,6.5600000000000005,11.365,0.59,0.0,1.0
330,1,6,5.74,8.334999999999999,0.63,7.0015,3.0
331,1,7,5.74,10.605,0.63,0.0,10.0
332,1,8,5.74,7.575,0.63,8.9981,23.0
333,1,9,6.5600000000000005,9.09,0.64,8.9981,33.0
334,1,10,7.38,9.85,0.59,11.0014,59.0
335,1,11,8.200000000000001,9.85,0.55,15.001299999999999,72.0
336,1,12,9.84,11.365,0.48,15.001299999999999,89.0
337,1,13,11.48,12.879999999999999,0.38,19.999499999999998,101.0
338,1,14,12.299999999999999,14.395,0.39,19.0012,118.0
339,1,15,13.120000000000001,15.909999999999998,0.36,12.998,129.0
340,1,16,13.940000000000001,16.665,0.34,12.998,128.0
341,1,17,13.120000000000001,15.15,0.36,19.0012,83.0
342,1,18,12.299999999999999,14.395,0.45,16.997899999999998,84.0
343,1,19,13.120000000000001,15.15,0.39,16.997899999999998,74.0
344,1,20,13.120000000000001,15.15,0.39,16.997899999999998,41.0
345,1,21,13.120000000000001,15.15,0.39,15.001299999999999,57.0
346,1,22,12.299999999999999,15.909999999999998,0.42,7.0015,26.0
347,1,23,12.299999999999999,14.395,0.45,19.0012,44.0
348,1,0,10.66,15.15,0.56,0.0,39.0
349,1,1,10.66,13.635,0.56,8.9981,23.0
350,1,2,10.66,14.395,0.56,6.0032,16.0
351,1,3,9.02,13.635,0.69,0.0,15.0
352,1,4,10.66,12.879999999999999,0.56,11.0014,1.0
353,1,5,10.66,12.879999999999999,0.56,11.0014,2.0
354,1,6,10.66,12.879999999999999,0.56,11.0014,1.0
355,1,7,9.84,10.605,0.56,19.999499999999998,3.0
356,1,8,9.02,10.605,0.55,19.0012,18.0
357,1,9,9.02,10.605,0.51,16.997899999999998,32.0
358,1,10,9.02,10.605,0.51,19.0012,79.0
359,1,11,9.84,11.365,0.44,16.997899999999998,93.0
360,1,12,9.84,10.605,0.41,19.0012,104.0
361,1,13,10.66,11.365,0.35,19.999499999999998,118.0
362,1,14,11.48,13.635,0.36,16.997899999999998,91.0
363,1,15,10.66,12.120000000000001,0.38,16.997899999999998,113.0
364,1,16,9.84,11.365,0.38,15.001299999999999,99.0
365,1,17,9.02,10.605,0.37,16.997899999999998,105.0
366,1,18,8.200000000000001,10.605,0.4,11.0014,67.0
367,1,19,7.38,9.85,0.47,8.9981,61.0
368,1,20,7.38,9.85,0.47,11.0014,57.0
369,1,21,7.38,9.85,0.51,11.0014,28.0
370,1,22,8.200000000000001,10.605,0.49,8.9981,21.0
371,1,23,8.200000000000001,11.365,0.4,7.0015,18.0
372,1,0,8.200000000000001,9.85,0.47,15.001299999999999,17.0
373,1,1,8.200000000000001,9.85,0.44,12.998,16.0
374,1,2,7.38,8.334999999999999,0.43,16.997899999999998,8.0
375,1,3,7.38,9.09,0.43,12.998,2.0
376,1,4,7.38,9.85,0.43,8.9981,3.0
377,1,5,7.38,9.85,0.43,11.0014,1.0
378,1,6,7.38,9.09,0.43,12.998,5.0
379,1,7,6.5600000000000005,9.09,0.5,8.9981,13.0
380,1,8,6.5600000000000005,7.575,0.47,15.001299999999999,33.0
381,1,9,6.5600000000000005,7.575,0.47,15.001299999999999,47.0
382,1,10,6.5600000000000005,7.575,0.5,16.997899999999998,57.0
383,1,11,6.5600000000000005,7.575,0.55,12.998,64.0
384,1,12,7.38,9.85,0.47,8.9981,80.0
385,1,13,7.38,9.85,0.47,8.9981,93.0
386,1,14,7.38,10.605,0.43,7.0015,86.0
387,1,15,8.200000000000001,10.605,0.47,11.0014,93.0
388,1,16,8.200000000000001,10.605,0.47,11.0014,82.0
389,1,17,8.200000000000001,9.85,0.51,12.998,71.0
390,1,18,7.38,8.334999999999999,0.55,16.997899999999998,92.0
391,1,19,7.38,9.09,0.59,12.998,60.0
392,1,20,6.5600000000000005,7.575,0.8,12.998,33.0
393,1,21,6.5600000000000005,7.575,0.8,12.998,27.0
394,1,22,5.74,6.0600000000000005,0.93,16.997899999999998,13.0
395,1,23,6.5600000000000005,6.819999999999999,0.86,19.0012,4.0
396,1,12,8.200000000000001,9.09,0.86,22.0028,3.0
397,1,13,8.200000000000001,9.85,0.86,15.001299999999999,22.0
398,1,14,9.02,11.365,0.8,11.0014,28.0
399,1,15,9.02,11.365,0.87,11.0014,35.0
400,1,16,9.02,11.365,0.87,12.998,61.0
401,1,17,9.02,11.365,0.82,12.998,125.0
402,1,18,9.02,11.365,0.8,11.0014,133.0
403,1,19,9.02,11.365,0.8,8.9981,99.0
404,1,20,9.02,13.635,0.87,0.0,83.0
405,1,21,9.02,12.120000000000001,0.93,7.0015,41.0
406,1,22,9.02,12.879999999999999,0.93,6.0032,33.0
407,1,23,9.02,13.635,0.93,0.0,20.0
408,1,0,9.02,13.635,0.93,0.0,3.0
409,1,1,9.02,11.365,0.93,8.9981,7.0
410,1,2,9.02,11.365,0.93,8.9981,3.0
411,1,4,9.02,11.365,0.93,8.9981,2.0
412,1,5,9.02,12.879999999999999,0.93,6.0032,7.0
413,1,6,9.02,12.879999999999999,0.93,6.0032,32.0
414,1,7,9.84,12.879999999999999,0.92,7.0015,90.0
415,1,8,9.84,12.879999999999999,0.93,7.0015,197.0
416,1,9,9.84,12.879999999999999,0.93,7.0015,109.0
417,1,10,10.66,13.635,0.93,8.9981,47.0
418,1,11,11.48,15.15,0.87,6.0032,52.0
419,1,12,12.299999999999999,15.909999999999998,0.81,6.0032,70.0
420,1,13,16.400000000000002,20.455000000000002,0.62,19.0012,78.0
421,1,14,16.400000000000002,20.455000000000002,0.58,16.997899999999998,75.0
422,1,15,16.400000000000002,20.455000000000002,0.54,19.0012,82.0
423,1,16,15.58,19.695,0.58,26.0027,104.0
424,1,17,14.76,16.665,0.57,22.0028,197.0
425,1,18,13.940000000000001,15.909999999999998,0.61,19.0012,161.0
426,1,19,13.120000000000001,14.395,0.57,27.999299999999998,112.0
427,1,20,13.120000000000001,15.15,0.49,19.999499999999998,76.0
428,1,21,13.120000000000001,14.395,0.49,27.999299999999998,59.0
429,1,22,12.299999999999999,15.15,0.52,11.0014,59.0
430,1,23,12.299999999999999,13.635,0.52,31.0009,28.0
431,1,0,10.66,11.365,0.56,26.0027,13.0
432,1,1,10.66,13.635,0.56,0.0,5.0
433,1,2,10.66,13.635,0.56,0.0,2.0
434,1,3,10.66,12.879999999999999,0.56,11.0014,1.0
435,1,4,10.66,12.879999999999999,0.56,11.0014,1.0
436,1,5,9.84,11.365,0.6,15.001299999999999,6.0
437,1,6,9.02,10.605,0.6,15.001299999999999,35.0
438,1,7,9.02,10.605,0.55,15.001299999999999,101.0
439,1,8,9.02,10.605,0.55,19.0012,249.0
440,1,9,9.84,11.365,0.52,15.001299999999999,143.0
441,1,10,10.66,11.365,0.48,19.999499999999998,57.0
442,1,11,11.48,13.635,0.45,11.0014,68.0
443,1,12,12.299999999999999,16.665,0.42,0.0,84.0
444,1,13,11.48,14.395,0.45,7.0015,98.0
445,1,14,12.299999999999999,15.15,0.45,8.9981,81.0
446,1,15,13.120000000000001,15.909999999999998,0.45,12.998,70.0
447,1,16,12.299999999999999,15.15,0.49,8.9981,91.0
448,1,17,12.299999999999999,15.909999999999998,0.49,7.0015,215.0
449,1,18,10.66,12.879999999999999,0.56,12.998,185.0
450,1,19,10.66,11.365,0.56,22.0028,152.0
