,age,height_cm,weight_kg,release_clause_eur,club_joined,wage_eur
50,32,170,68,96400000.0,1341100800000000000,12.206077645517674
51,30,174,70,120300000.0,1600387200000000000,12.100717685412471
52,32,189,76,92300000.0,1220227200000000000,12.206077645517674
53,32,182,74,112400000.0,1597190400000000000,11.06665398721974
54,29,197,86,92300000.0,1421798400000000000,11.385103457032141
55,30,163,59,111400000.0,1277942400000000000,11.736077016252437
56,30,187,89,94400000.0,1404172800000000000,11.561725152903833
57,28,191,81,131900000.0,1627344000000000000,12.100717685412471
58,30,179,67,121200000.0,1531180800000000000,12.301387370778713
59,29,180,77,142800000.0,1530489600000000000,11.19822841866684
60,34,179,74,62700000.0,1335830400000000000,12.100717685412471
61,27,188,78,141500000.0,1530403200000000000,12.013706813470414
62,27,182,74,137600000.0,1565136000000000000,12.128116509451258
63,27,191,85,148200000.0,1517270400000000000,12.128116509451258
64,25,180,76,139700000.0,1440892800000000000,11.695255355062795
65,26,173,64,154000000.0,1498867200000000000,12.206077645517674
66,26,184,74,187000000.0,1561939200000000000,11.461642696843066
67,25,191,82,155900000.0,1562198400000000000,12.07254696717504
68,26,188,80,131400000.0,1499385600000000000,11.918397239722838
69,33,167,68,70400000.0,1611619200000000000,10.839600519357369
70,34,189,89,17100000.0,1306886400000000000,11.652696102959753
71,36,183,79,17600000.0,1598572800000000000,11.561725152903833
72,35,173,67,46200000.0,1597622400000000000,10.691967639914864
73,32,183,79,45100000.0,1404172800000000000,10.596659732783579
74,34,185,77,48100000.0,1601856000000000000,12.154784614286667
75,30,175,74,106600000.0,1561939200000000000,12.388398368982115
76,34,190,85,28900000.0,1533168000000000000,11.608244735642321
77,31,191,86,48500000.0,1435708800000000000,11.373674891823535
78,30,180,80,95300000.0,1467331200000000000,12.128116509451258
79,32,180,71,73100000.0,1341100800000000000,11.461642696843066
80,31,183,83,72200000.0,1499990400000000000,12.04355959836804
81,32,187,80,82700000.0,1517356800000000000,11.884495917930655
82,29,176,75,107600000.0,1293840000000000000,11.407576060361786
83,29,189,78,76500000.0,1530403200000000000,11.884495917930655
84,29,181,76,99900000.0,1436140800000000000,12.128116509451258
85,27,176,78,133900000.0,1625097600000000000,12.301387370778713
86,29,173,73,97400000.0,1372982400000000000,12.25486757159303
87,29,180,68,97100000.0,1531699200000000000,12.04355959836804
88,25,176,77,111300000.0,1498867200000000000,11.608244735642321
89,26,191,76,117200000.0,1438819200000000000,11.51293546492023
90,24,183,74,131300000.0,1483574400000000000,11.695255355062795
91,24,181,79,168600000.0,1404172800000000000,10.950824090522445
92,23,174,72,138500000.0,1530748800000000000,11.884495917930655
93,23,186,70,149200000.0,1404172800000000000,11.918397239722838
94,22,181,73,133800000.0,1625529600000000000,11.51293546492023
95,21,189,89,129400000.0,1563408000000000000,11.302216779257382
96,39,195,95,24700000.0,1577923200000000000,10.839600519357369
97,35,172,60,27300000.0,1501200000000000000,10.308985993422082
98,34,194,85,27700000.0,1214870400000000000,12.07254696717504
99,34,169,61,34900000.0,1372636800000000000,11.561725152903833
100,30,175,74,74900000.0,1625097600000000000,11.652696102959753
101,31,182,80,54600000.0,1307577600000000000,11.849404844423074
102,33,183,76,44100000.0,1562889600000000000,10.668978650219241
103,30,173,69,74800000.0,1563321600000000000,11.211833885608513
104,33,176,67,56700000.0,1435708800000000000,10.736418414365376
105,30,192,82,51800000.0,1309478400000000000,11.695255355062795
106,29,180,78,72800000.0,1625097600000000000,12.180759965737863
107,28,183,74,72300000.0,1472601600000000000,11.461642696843066
108,32,181,76,46900000.0,1530576000000000000,10.373522431293592
109,30,170,68,78900000.0,1565740800000000000,11.385103457032141
110,27,178,74,77000000.0,1533081600000000000,11.608244735642321
111,33,190,79,45900000.0,1499212800000000000,11.338583982516495
112,28,195,88,66200000.0,1600214400000000000,11.302216779257382
113,28,194,100,81800000.0,1564963200000000000,11.951186847493476
114,30,187,80,70700000.0,1437350400000000000,11.211833885608513
115,27,178,76,82800000.0,1630281600000000000,11.608244735642321
116,25,181,75,93400000.0,1403827200000000000,11.849404844423074
117,25,180,81,97200000.0,1628121600000000000,12.100717685412471
118,27,191,86,75400000.0,1499126400000000000,10.714439990727769
119,32,190,84,56400000.0,1561939200000000000,11.211833885608513
120,27,185,73,92300000.0,1599523200000000000,11.302216779257382
121,28,184,82,72300000.0,1558051200000000000,10.859018228147887
122,28,181,65,78600000.0,1593561600000000000,12.04355959836804
123,27,170,71,68900000.0,1467331200000000000,11.277215789596893
124,27,175,70,77000000.0,1528502400000000000,11.775297421715827
125,25,180,76,108800000.0,1593561600000000000,11.951186847493476
126,25,191,89,87900000.0,1625097600000000000,10.714439990727769
127,28,181,68,62900000.0,1467331200000000000,11.775297421715827
128,24,176,72,112600000.0,1562544000000000000,11.736077016252437
129,26,185,79,110500000.0,1372636800000000000,11.211833885608513
130,27,173,75,94500000.0,1563840000000000000,10.645448706505872
131,25,183,80,96600000.0,1594771200000000000,11.561725152903833
132,24,172,68,112700000.0,1598918400000000000,11.695255355062795
133,29,172,69,77700000.0,1600041600000000000,10.714439990727769
134,25,185,84,90500000.0,1625184000000000000,11.608244735642321
135,24,183,88,87900000.0,1561939200000000000,10.839600519357369
136,23,184,81,118800000.0,1562284800000000000,10.839600519357369
137,22,188,82,193700000.0,1599177600000000000,11.775297421715827
138,21,171,69,193700000.0,1467331200000000000,11.736077016252437
139,36,179,67,13000000.0,1372636800000000000,11.51293546492023
140,32,177,77,43500000.0,1514764800000000000,9.741027444837728
141,32,186,81,40800000.0,1534464000000000000,11.184435286790631
142,32,189,87,37800000.0,1404086400000000000,10.518700218288165
143,32,190,86,40000000.0,1578873600000000000,10.896757843893464
144,35,193,80,26400000.0,1628899200000000000,11.561725152903833
145,32,190,94,44700000.0,1630454400000000000,11.302216779257382
146,31,178,77,46300000.0,1345766400000000000,11.736077016252437
147,32,183,80,48500000.0,1626912000000000000,11.0186455364637
148,28,170,66,76700000.0,1249084800000000000,10.691967639914864
149,30,176,65,72500000.0,1530576000000000000,10.545367754151743
150,31,192,83,32300000.0,1530403200000000000,10.915106645867503
151,30,180,80,52000000.0,1440115200000000000,11.461642696843066
152,29,190,83,55300000.0,1530403200000000000,11.373674891823535
153,30,189,83,51000000.0,1562025600000000000,11.289794413577894
154,32,177,75,50200000.0,1596240000000000000,11.314486721293981
155,33,179,72,31400000.0,1422835200000000000,11.461642696843066
156,29,194,90,56400000.0,1467331200000000000,11.775297421715827
157,30,196,92,60000000.0,1485820800000000000,9.952325334619427
158,33,192,88,29800000.0,1531267200000000000,11.225256725762893
159,30,175,74,58000000.0,1599264000000000000,11.51293546492023
160,28,179,85,70300000.0,1599004800000000000,11.326607934898927
161,28,181,75,68500000.0,1591574400000000000,11.695255355062795
162,28,186,75,56100000.0,1561939200000000000,11.184435286790631
163,27,188,76,78900000.0,1470700800000000000,11.849404844423074
164,29,199,76,47500000.0,1468972800000000000,10.714439990727769
165,30,188,81,67500000.0,1561939200000000000,11.695255355062795
166,27,185,77,65200000.0,1497484800000000000,11.326607934898927
167,28,190,85,66400000.0,1499558400000000000,11.775297421715827
168,26,188,84,83000000.0,1562112000000000000,10.736418414365376
169,27,176,80,79900000.0,1561939200000000000,11.813037464800539
170,28,185,77,69400000.0,1601856000000000000,11.652696102959753
171,26,172,66,94600000.0,1347494400000000000,10.778977123006351
172,25,171,66,102000000.0,1530403200000000000,11.170449240431308
173,25,185,84,85900000.0,1597104000000000000,11.561725152903833
174,26,171,70,102000000.0,1418428800000000000,11.289794413577894
175,30,189,88,60400000.0,1579219200000000000,11.251573687764477
176,30,177,73,60400000.0,1421366400000000000,10.985309671896763
177,24,175,69,81700000.0,1613088000000000000,11.251573687764477
178,25,184,79,76800000.0,1561939200000000000,11.350418300109132
179,25,182,76,102000000.0,1435708800000000000,12.154784614286667
180,28,197,84,62900000.0,1530403200000000000,11.461642696843066
181,26,183,76,61200000.0,1498867200000000000,11.082157933374816
182,25,189,83,108800000.0,1531353600000000000,10.757924157061597
183,25,189,80,87600000.0,1435708800000000000,11.407576060361786
184,26,180,73,92400000.0,1561939200000000000,12.04355959836804
185,23,183,72,93400000.0,1561766400000000000,11.652696102959753
186,29,177,75,67500000.0,1625702400000000000,10.799595985047786
187,24,171,73,81100000.0,1598918400000000000,11.407576060361786
188,24,175,73,101100000.0,1470182400000000000,11.918397239722838
189,24,178,67,116900000.0,1503878400000000000,12.013706813470414
190,22,178,70,119900000.0,1452384000000000000,11.695255355062795
191,29,197,86,57800000.0,1600905600000000000,11.561725152903833
192,22,182,78,130500000.0,1469145600000000000,11.982935344196433
193,22,181,75,121900000.0,1562112000000000000,10.404293143019792
194,21,181,72,184500000.0,1562112000000000000,11.0186455364637
195,38,188,80,11000000.0,1546905600000000000,9.546884034617925
196,35,190,82,16800000.0,1562198400000000000,10.308985993422082
197,36,190,83,6500000.0,1529452800000000000,10.668978650219241
198,34,192,85,9000000.0,1627948800000000000,9.90353755128617
199,33,184,78,38900000.0,1598918400000000000,10.571342565808699
200,31,185,82,51300000.0,1377993600000000000,12.04355959836804
201,33,190,84,17000000.0,1626134400000000000,10.839600519357369
202,33,174,75,25500000.0,1598054400000000000,10.736418414365376
203,31,181,80,46200000.0,1530489600000000000,10.463131911491967
204,32,181,80,40800000.0,1435708800000000000,10.62135173563291
205,29,179,70,46500000.0,1483228800000000000,10.545367754151743
206,30,189,88,34900000.0,1565136000000000000,10.34177474101152
207,29,172,68,61500000.0,1515196800000000000,12.013706813470414
208,29,181,76,50200000.0,1580169600000000000,11.695255355062795
209,31,180,72,29400000.0,1531785600000000000,10.043292972227004
210,29,177,71,42000000.0,1601942400000000000,10.275085591132715
211,28,173,66,61000000.0,1440979200000000000,9.99884318585288
212,30,175,73,57000000.0,1499212800000000000,11.608244735642321
213,31,174,66,39800000.0,1564444800000000000,11.385103457032141
214,30,187,80,42400000.0,1341100800000000000,10.950824090522445
215,31,187,82,27200000.0,1404172800000000000,10.518700218288165
216,31,190,84,32800000.0,1562630400000000000,11.652696102959753
217,29,176,79,61500000.0,1372809600000000000,12.07254696717504
218,28,180,66,58900000.0,1422835200000000000,11.350418300109132
219,30,179,79,51000000.0,1561939200000000000,11.156264806643742
220,30,184,81,45400000.0,1309478400000000000,11.002116507732017
221,28,179,70,64100000.0,1470873600000000000,10.668978650219241
222,30,185,72,52500000.0,1503014400000000000,10.691967639914864
223,28,177,67,52400000.0,1563580800000000000,11.097425172408931
224,27,176,70,68300000.0,1595289600000000000,10.645448706505872
225,28,175,71,51900000.0,1561939200000000000,11.225256725762893
226,28,170,67,50900000.0,1535673600000000000,11.407576060361786
227,29,167,66,63000000.0,1562457600000000000,10.839600519357369
228,27,178,76,62100000.0,1625097600000000000,11.652696102959753
229,27,186,86,62100000.0,1581984000000000000,11.184435286790631
230,30,185,76,43400000.0,1502409600000000000,10.985309671896763
231,30,192,78,43100000.0,1599177600000000000,10.275085591132715
232,25,171,69,76800000.0,1451865600000000000,9.798182590890704
233,26,185,75,55900000.0,1439251200000000000,10.799595985047786
234,26,183,72,57000000.0,1341100800000000000,10.839600519357369
235,28,172,65,38500000.0,1515110400000000000,10.085850775128717
236,25,195,99,69900000.0,1498867200000000000,11.264476926102367
237,28,181,71,50900000.0,1601856000000000000,11.775297421715827
238,27,190,80,63000000.0,1624665600000000000,11.0186455364637
239,27,180,70,74400000.0,1626048000000000000,11.127277689932466
240,28,170,63,61000000.0,1472601600000000000,9.99884318585288
241,28,185,86,66300000.0,1561939200000000000,10.518700218288165
242,27,185,78,55300000.0,1599868800000000000,10.896757843893464
243,26,186,81,79700000.0,1531353600000000000,11.884495917930655
244,24,175,73,82000000.0,1529452800000000000,11.51293546492023
245,23,185,75,72500000.0,1629331200000000000,11.211833885608513
246,22,178,68,102900000.0,1629417600000000000,11.39640288460621
247,24,180,80,90900000.0,1499472000000000000,11.39640288460621
248,24,178,73,88600000.0,1600473600000000000,11.695255355062795
249,24,188,77,89200000.0,1434758400000000000,11.51293546492023
250,25,189,70,74600000.0,1530748800000000000,11.251573687764477
251,22,177,69,100500000.0,1546387200000000000,11.695255355062795
252,25,190,82,85100000.0,1435708800000000000,9.798182590890704
253,22,186,90,118400000.0,1625443200000000000,11.156264806643742
254,26,185,76,75400000.0,1563408000000000000,11.034905792929415
255,23,178,77,82000000.0,1628035200000000000,11.225256725762893
256,24,178,77,78000000.0,1598400000000000000,11.51293546492023
257,33,190,85,19000000.0,1628812800000000000,9.90353755128617
258,29,185,80,48500000.0,1625702400000000000,10.62135173563291
259,24,190,89,75000000.0,1440460800000000000,10.085850775128717
260,24,181,71,91800000.0,1532390400000000000,11.51293546492023
261,25,188,80,62100000.0,1628985600000000000,11.51293546492023
262,24,176,68,90900000.0,1601942400000000000,11.39640288460621
263,21,192,77,97900000.0,1561939200000000000,10.518700218288165
264,22,185,80,84900000.0,1467158400000000000,11.141876276228
265,20,183,75,105500000.0,1546300800000000000,10.985309671896763
266,24,185,74,81700000.0,1498867200000000000,10.491301994830229
267,24,188,78,95700000.0,1579132800000000000,10.518700218288165
268,24,179,76,90900000.0,1562025600000000000,11.461642696843066
269,26,192,86,71100000.0,1595808000000000000,11.302216779257382
270,23,186,78,127100000.0,1561939200000000000,11.775297421715827
271,21,184,77,140400000.0,1596499200000000000,11.695255355062795
272,24,191,80,130000000.0,1467331200000000000,10.463131911491967
273,26,187,79,79600000.0,1440979200000000000,6.90875477931522
274,23,179,72,81700000.0,1579910400000000000,11.264476926102367
275,39,179,75,17900000.0,1441065600000000000,10.043292972227004
276,35,188,77,20900000.0,1596240000000000000,10.571342565808699
277,34,177,70,18000000.0,1550534400000000000,9.546884034617925
278,35,189,85,17600000.0,1434585600000000000,10.819798284210286
279,31,185,78,43100000.0,1562112000000000000,11.050905878263567
280,34,189,82,7500000.0,1409529600000000000,10.373522431293592
281,36,185,82,5500000.0,1499731200000000000,10.085850775128717
282,33,186,89,24800000.0,1600387200000000000,9.546884034617925
283,37,191,84,8700000.0,1531612800000000000,10.308985993422082
284,34,189,86,17000000.0,1597363200000000000,9.798182590890704
285,34,179,78,15300000.0,1500336000000000000,11.06665398721974
286,34,190,86,8800000.0,1597968000000000000,9.546884034617925
287,32,186,80,34900000.0,1441065600000000000,11.561725152903833
288,34,180,75,20400000.0,1600732800000000000,11.561725152903833
289,33,180,76,29700000.0,1596672000000000000,10.714439990727769
290,32,192,83,35700000.0,1627862400000000000,10.778977123006351
291,33,174,76,33600000.0,1404432000000000000,7.601402334583733
292,30,180,74,40900000.0,1563321600000000000,10.668978650219241
293,33,183,76,25000000.0,1601337600000000000,9.798182590890704
294,29,182,79,46200000.0,1629849600000000000,10.434145214930487
295,30,182,78,35700000.0,1532304000000000000,10.239995502805316
296,29,181,83,48500000.0,1630108800000000000,10.799595985047786
297,30,178,66,41700000.0,1504137600000000000,11.326607934898927
298,28,178,73,50400000.0,1628035200000000000,11.407576060361786
299,31,177,72,42000000.0,1375142400000000000,9.852246888342531
300,31,171,67,34400000.0,1629676800000000000,9.61587214452889
301,29,180,75,48500000.0,1599436800000000000,11.561725152903833
302,29,184,78,37100000.0,1565136000000000000,11.326607934898927
303,29,178,68,46100000.0,1372636800000000000,11.849404844423074
304,32,185,83,27300000.0,1561939200000000000,10.404293143019792
305,29,182,75,35700000.0,1626652800000000000,10.165890277802454
306,27,175,70,58800000.0,1580342400000000000,10.714439990727769
307,31,180,76,35900000.0,1280620800000000000,11.849404844423074
308,29,188,83,40700000.0,1601856000000000000,11.350418300109132
309,28,174,70,49400000.0,1517356800000000000,11.561725152903833
310,33,188,84,17000000.0,1564704000000000000,9.546884034617925
311,28,188,81,48400000.0,1454284800000000000,10.736418414365376
312,32,188,85,27300000.0,1626220800000000000,7.601402334583733
313,26,190,95,59300000.0,1630108800000000000,11.225256725762893
314,30,182,77,44100000.0,1517270400000000000,10.404293143019792
315,28,186,87,43500000.0,1435708800000000000,11.277215789596893
316,26,173,66,66200000.0,1306886400000000000,11.141876276228
317,27,184,78,41700000.0,1405123200000000000,10.373522431293592
318,31,172,63,43000000.0,1313452800000000000,10.819798284210286
319,27,184,74,47000000.0,1318204800000000000,11.097425172408931
320,27,180,75,53900000.0,1548720000000000000,11.302216779257382
321,26,186,76,58800000.0,1499817600000000000,10.714439990727769
322,29,177,76,43400000.0,1420588800000000000,11.373674891823535
323,27,181,84,53300000.0,1439856000000000000,11.0186455364637
324,30,173,70,51300000.0,1435795200000000000,12.04355959836804
325,28,169,62,41600000.0,1529539200000000000,11.695255355062795
326,26,192,80,51800000.0,1561939200000000000,11.373674891823535
327,27,191,91,55500000.0,1625097600000000000,10.085850775128717
328,27,180,75,52400000.0,1470700800000000000,11.211833885608513
329,26,172,71,63300000.0,1409529600000000000,9.852246888342531
330,28,174,74,54600000.0,1564272000000000000,10.434145214930487
331,25,184,76,66400000.0,1441065600000000000,11.775297421715827
332,27,191,78,48800000.0,1530403200000000000,9.546884034617925
333,25,185,83,63900000.0,1561939200000000000,11.06665398721974
334,27,191,93,41700000.0,1625184000000000000,10.691967639914864
335,27,186,80,65300000.0,1343779200000000000,10.571342565808699
336,27,171,67,46800000.0,1625184000000000000,11.211833885608513
337,33,180,70,34700000.0,1306886400000000000,10.62135173563291
338,29,178,72,52200000.0,1500854400000000000,10.491301994830229
339,27,185,72,42500000.0,1485820800000000000,10.915106645867503
340,32,190,80,24700000.0,1528502400000000000,10.596659732783579
341,24,184,74,74100000.0,1599004800000000000,11.608244735642321
342,24,187,71,74100000.0,1472601600000000000,11.407576060361786
343,25,175,70,55000000.0,1566518400000000000,11.251573687764477
344,28,192,85,44600000.0,1531699200000000000,10.308985993422082
345,25,178,72,64200000.0,1404172800000000000,11.314486721293981
346,24,179,68,84800000.0,1535500800000000000,10.571342565808699
347,24,180,72,59500000.0,1498867200000000000,11.082157933374816
348,26,183,73,60200000.0,1564617600000000000,11.461642696843066
349,23,187,84,61200000.0,1530403200000000000,11.082157933374816
350,25,177,68,70100000.0,1595808000000000000,11.461642696843066
351,26,191,83,56600000.0,1561939200000000000,10.34177474101152
352,26,182,79,60900000.0,1404172800000000000,10.404293143019792
353,25,186,77,67500000.0,1498867200000000000,11.0186455364637
354,25,181,82,45000000.0,1625443200000000000,10.62135173563291
355,29,172,68,42800000.0,1625443200000000000,10.085850775128717
356,21,175,70,51300000.0,1625616000000000000,10.165890277802454
357,29,188,83,48500000.0,1625443200000000000,10.239995502805316
358,21,178,69,49500000.0,1625443200000000000,10.34177474101152
359,29,184,79,45900000.0,1625616000000000000,10.933124826700707
360,28,181,79,45100000.0,1563235200000000000,11.127277689932466
361,23,179,72,69200000.0,1563408000000000000,11.184435286790631
362,23,180,72,76000000.0,1601510400000000000,11.082157933374816
363,24,180,76,118500000.0,1435708800000000000,10.571342565808699
364,23,180,66,69100000.0,1466812800000000000,11.461642696843066
365,23,175,70,76000000.0,1467331200000000000,11.082157933374816
366,27,174,67,42500000.0,1562889600000000000,11.06665398721974
367,21,178,87,71200000.0,1488499200000000000,11.23850177707664
368,22,172,66,87200000.0,1630368000000000000,11.050905878263567
369,23,173,65,113300000.0,1597708800000000000,9.852246888342531
370,21,170,68,99800000.0,1561939200000000000,10.859018228147887
371,24,178,68,64200000.0,1600473600000000000,11.277215789596893
372,22,194,85,92200000.0,1580428800000000000,10.799595985047786
373,21,186,75,107300000.0,1563408000000000000,11.184435286790631
374,23,173,70,77600000.0,1562457600000000000,10.799595985047786
375,18,174,61,121500000.0,1596499200000000000,10.839600519357369
376,43,192,92,4100000.0,1625529600000000000,9.798182590890704
377,35,190,85,3900000.0,1565049600000000000,10.203629181337648
378,35,186,78,3700000.0,1009843200000000000,10.165890277802454
379,34,170,61,18100000.0,1532390400000000000,11.385103457032141
380,33,188,77,19000000.0,1528416000000000000,11.461642696843066
381,34,184,83,22100000.0,1440979200000000000,10.491301994830229
382,33,183,73,26000000.0,1625097600000000000,10.463131911491967
383,32,181,74,30500000.0,1531180800000000000,10.545367754151743
384,33,193,87,9800000.0,1564963200000000000,10.085850775128717
385,33,174,75,22600000.0,1167609600000000000,11.813037464800539
386,34,175,77,19000000.0,1485734400000000000,10.839600519357369
387,34,189,94,14000000.0,1627603200000000000,9.852246888342531
388,35,180,77,13700000.0,1567209600000000000,10.165890277802454
389,33,176,65,19500000.0,1628899200000000000,10.275085591132715
390,35,187,78,9400000.0,1600905600000000000,10.203629181337648
391,35,190,74,4600000.0,1313020800000000000,10.373522431293592
392,33,191,86,19000000.0,1436486400000000000,11.156264806643742
393,32,168,62,28900000.0,1596758400000000000,11.561725152903833
394,34,178,73,17000000.0,1601856000000000000,11.0186455364637
395,30,183,76,33000000.0,1561939200000000000,11.302216779257382
396,30,185,75,29800000.0,1440547200000000000,10.839600519357369
397,30,187,85,23800000.0,1435708800000000000,10.736418414365376
398,30,176,74,42000000.0,1597190400000000000,10.571342565808699
399,34,190,80,6800000.0,1530403200000000000,10.778977123006351
400,30,173,71,28700000.0,1563408000000000000,10.043292972227004
401,30,182,77,36000000.0,1601251200000000000,10.043292972227004
402,35,178,77,8400000.0,1498867200000000000,9.61587214452889
403,32,170,69,24800000.0,1469577600000000000,9.392745258631441
404,28,188,77,31100000.0,1530403200000000000,11.06665398721974
405,29,181,78,41000000.0,1435708800000000000,9.852246888342531
406,30,184,73,36800000.0,1517270400000000000,10.239995502805316
407,30,182,74,31800000.0,1516147200000000000,10.308985993422082
408,32,171,68,23800000.0,1439424000000000000,10.87806606028079
409,29,184,73,35700000.0,1409529600000000000,10.736418414365376
410,31,177,86,32600000.0,1360800000000000000,6.90875477931522
411,29,184,78,42400000.0,1625097600000000000,10.518700218288165
412,28,174,71,38900000.0,1601856000000000000,11.362114203075018
413,28,184,83,30600000.0,1564617600000000000,10.434145214930487
414,29,180,80,34900000.0,1453248000000000000,10.968215530759236
415,27,187,77,47200000.0,1483401600000000000,11.326607934898927
416,29,172,71,30600000.0,1578700800000000000,11.097425172408931
417,29,181,76,37900000.0,1467676800000000000,10.933124826700707
418,29,170,63,30800000.0,1552867200000000000,9.472781556562168
419,28,183,70,44100000.0,1405900800000000000,7.601402334583733
420,33,182,71,18900000.0,1600560000000000000,10.165890277802454
421,28,179,70,33600000.0,1625097600000000000,11.06665398721974
422,27,182,75,40000000.0,1468281600000000000,11.736077016252437
423,29,172,69,41000000.0,1562025600000000000,10.463131911491967
424,27,190,82,36100000.0,1610064000000000000,10.043292972227004
425,31,192,84,29000000.0,1597708800000000000,9.741027444837728
426,30,194,83,26800000.0,1625097600000000000,10.668978650219241
427,28,191,82,39500000.0,1499040000000000000,11.338583982516495
428,30,179,74,43100000.0,1309478400000000000,10.545367754151743
429,28,170,69,32300000.0,1490140800000000000,9.546884034617925
430,29,174,72,32800000.0,1614124800000000000,11.127277689932466
431,27,181,78,48400000.0,1630368000000000000,10.985309671896763
432,29,186,81,39800000.0,1438905600000000000,10.12667110305036
433,27,170,70,43500000.0,1548892800000000000,11.302216779257382
434,25,188,80,52300000.0,1422835200000000000,11.407576060361786
435,26,193,78,37300000.0,1344470400000000000,10.778977123006351
436,27,177,77,32500000.0,1599004800000000000,9.99884318585288
437,28,179,73,42000000.0,1626134400000000000,9.852246888342531
438,25,187,81,53900000.0,1365552000000000000,11.461642696843066
439,34,189,88,5000000.0,1515715200000000000,9.741027444837728
440,28,191,93,35600000.0,1467331200000000000,10.373522431293592
441,29,189,84,30500000.0,1599177600000000000,10.34177474101152
442,29,175,75,38900000.0,1530489600000000000,10.373522431293592
443,27,183,83,34900000.0,1561939200000000000,11.050905878263567
444,26,181,81,42300000.0,1498867200000000000,11.264476926102367
445,29,173,68,43100000.0,1579737600000000000,10.165890277802454
446,26,184,80,48400000.0,1534809600000000000,11.06665398721974
447,26,172,64,52900000.0,1530403200000000000,11.608244735642321
448,26,187,80,44300000.0,1498867200000000000,11.561725152903833
449,25,187,88,47000000.0,1408665600000000000,11.112462823634855
450,25,174,72,58100000.0,1597363200000000000,9.741027444837728
451,28,175,73,32300000.0,1561939200000000000,10.434145214930487
452,27,177,79,39100000.0,1546300800000000000,11.277215789596893
453,28,187,86,45200000.0,1565740800000000000,10.434145214930487
454,26,183,74,53300000.0,1562198400000000000,10.404293143019792
455,25,175,70,55300000.0,1530489600000000000,10.645448706505872
456,25,175,73,54400000.0,1601596800000000000,10.373522431293592
457,23,178,78,59300000.0,1580256000000000000,11.314486721293981
458,24,178,70,65100000.0,1565222400000000000,11.141876276228
459,23,175,70,53300000.0,1564876800000000000,10.62135173563291
460,29,194,94,34800000.0,1625356800000000000,10.165890277802454
461,24,175,64,56800000.0,1467590400000000000,11.461642696843066
462,27,177,69,43500000.0,1600819200000000000,11.302216779257382
463,25,187,91,44400000.0,1515974400000000000,10.896757843893464
